date,type,fvg_size_pips,rsi_at_entry,atr_at_entry,momentum_ratio,news_bias,LABEL_WIN
2017-07-27 21:00:00,1,0.16,56.25,2.93,1.3,0,1
2017-08-02 02:00:00,1,2.12,44.02,2.81,2.26,0,0
2017-08-08 02:00:00,0,0.13,43.92,1.7,1.17,0,0
2017-08-30 01:00:00,1,1.2,46.88,3.85,1.1,-1,0
2017-10-17 15:00:00,1,0.03,20.34,2.25,3.36,0,0
2017-10-26 16:00:00,0,1.34,40.42,2.47,1.59,1,1
2017-11-06 17:00:00,0,6.81,56.02,1.94,4.76,0,0
2017-11-14 20:00:00,0,7.08,65.72,3.02,5.5,-1,0
2017-11-16 06:00:00,1,4.36,38.46,2.16,2.02,-1,1
2017-12-08 15:00:00,0,0.18,40.68,1.8,1.67,0,0
2017-12-19 18:00:00,1,0.02,45.14,1.61,3.24,-1,1
2018-01-04 18:00:00,1,0.3,67.88,2.78,2.54,-1,0
2018-02-20 18:00:00,1,9.78,27.08,3.28,5.58,0,0
2018-02-21 21:00:00,0,3.48,37.34,3.41,1.67,0,1
2018-03-07 18:00:00,1,1.36,33.64,2.76,1.02,0,1
2018-03-21 15:00:00,0,1.49,70.08,2.16,1.12,1,0
2018-04-09 15:00:00,0,0.77,58.91,2.16,1.5,0,0
2018-04-12 22:00:00,1,0.67,24.95,3.67,1.53,0,1
2018-04-17 15:00:00,1,3.97,34.16,2.86,2.08,-1,1
2018-05-08 19:00:00,0,0.39,55.86,2.84,1.72,0,0
2018-05-11 21:00:00,1,1.19,46.2,2.12,1.19,0,0
2018-05-17 05:00:00,0,0.94,49.72,2.28,1.84,0,1
2018-05-29 15:00:00,1,4.29,44.96,2.97,3.41,1,0
2018-06-11 09:00:00,1,0.79,42.57,1.24,1.05,0,1
2018-06-12 15:00:00,1,0.96,37.26,1.92,2.39,-1,0
2018-06-21 18:00:00,0,0.03,49.74,2.28,1.38,0,0
2018-07-03 15:00:00,0,0.32,66.55,2.32,1.31,0,0
2018-07-25 12:00:00,0,0.2,65.11,1.94,2.37,1,0
2018-07-25 20:00:00,0,1.22,62.21,2.61,1.47,1,0
2018-08-09 12:00:00,0,0.52,54.29,1.83,1.7,1,0
2018-08-21 23:00:00,0,1.74,63.88,2.39,1.97,0,0
2018-10-08 15:00:00,1,5.75,19.27,2.47,3.12,0,0
2018-10-05 15:00:00,1,1.8,69.82,1.92,2.11,2,1
2018-10-11 12:00:00,0,4.72,81.33,2.28,2.38,3,0
2018-10-16 12:00:00,1,0.71,57.19,1.78,2.0,0,1
2018-10-19 10:00:00,1,1.83,53.18,1.86,2.74,0,0
2018-10-31 18:00:00,0,0.28,39.97,2.76,2.47,0,1
2018-11-16 18:00:00,0,0.51,65.36,2.35,2.44,0,0
2018-12-14 18:00:00,1,0.34,50.11,1.91,1.26,-1,1
2019-01-02 16:00:00,1,1.53,51.47,2.64,2.16,0,1
2019-01-08 04:00:00,1,3.26,36.02,2.16,1.07,0,0
2019-01-18 15:00:00,1,2.7,28.42,1.98,4.36,0,0
2019-01-15 15:00:00,1,0.9,58.15,1.85,1.59,1,1
2019-01-22 09:00:00,0,3.04,53.42,1.49,1.92,0,0
2019-02-11 19:00:00,1,1.12,42.3,2.13,1.23,0,1
2019-02-13 13:00:00,1,0.15,47.72,1.34,1.22,0,0
2019-02-13 19:00:00,1,1.33,50.18,2.28,1.61,0,0
2019-02-18 10:00:00,1,1.54,62.21,1.93,2.97,0,1
2019-02-21 21:00:00,1,2.13,31.75,3.1,3.36,1,0
2019-03-13 02:00:00,0,3.38,73.06,2.18,1.93,2,0
2019-04-04 21:00:00,0,0.3,56.79,2.54,1.34,0,0
2019-04-11 15:00:00,1,0.19,20.76,1.86,1.95,-1,0
2019-04-25 16:00:00,0,0.31,70.79,2.03,1.67,-1,0
2019-05-17 17:00:00,1,0.28,19.41,2.35,5.43,0,1
2019-05-08 18:00:00,1,0.6,36.15,2.23,2.8,0,1
2019-05-08 17:00:00,1,0.22,40.42,2.13,1.27,0,0
2019-05-15 17:00:00,1,0.97,47.84,2.18,2.63,2,0
2019-06-03 18:00:00,1,0.54,75.14,2.59,1.28,1,1
2019-08-02 18:00:00,1,0.28,66.92,4.8,1.94,-2,1
2019-08-28 05:00:00,1,2.35,46.79,4.51,2.79,1,1
2019-09-05 15:00:00,1,3.31,38.63,4.36,2.56,0,0
2019-09-12 14:00:00,0,5.61,74.91,4.11,3.72,0,0
2019-09-20 20:00:00,0,8.76,66.21,3.55,7.25,0,0
2019-09-25 17:00:00,1,1.29,31.39,3.77,2.07,-1,0
2019-10-29 12:00:00,1,0.66,28.35,2.25,1.61,1,1
2019-11-14 10:00:00,0,2.75,67.01,2.43,1.51,-1,0
2019-11-08 20:00:00,0,0.59,39.64,4.05,1.18,0,1
2019-12-02 01:00:00,0,0.94,60.48,2.47,1.04,1,0
2019-12-27 13:00:00,1,0.42,55.73,2.18,1.38,0,1
2020-01-13 03:00:00,1,3.28,53.01,3.59,2.86,0,0
2020-01-13 16:00:00,1,0.65,43.79,3.04,1.07,0,0
2020-02-04 15:00:00,1,1.72,25.25,3.61,2.51,0,0
2020-02-05 18:00:00,0,0.14,50.45,4.46,3.98,-2,1
2020-05-15 17:00:00,1,1.37,66.72,5.49,2.11,2,1
2020-06-15 10:00:00,1,1.55,33.53,4.31,5.64,0,1
2020-06-11 18:00:00,1,3.31,56.12,6.24,1.26,0,0
2020-06-24 15:00:00,1,3.07,48.5,4.74,1.45,0,0
2020-07-01 18:00:00,1,9.05,32.6,5.6,1.39,1,1
2020-07-23 21:00:00,1,3.21,63.59,8.1,1.49,0,1
2020-08-26 18:00:00,0,2.98,63.55,8.79,3.05,0,0
2020-09-03 19:00:00,0,1.53,37.34,9.0,1.1,1,0
2020-09-08 19:00:00,0,3.95,64.0,8.47,1.85,0,0
2020-09-21 12:00:00,1,8.77,24.83,4.88,1.39,0,0
2020-09-17 05:00:00,1,0.24,30.71,7.17,3.25,0,0
2020-10-09 06:00:00,0,5.04,70.77,5.02,3.17,0,0
2020-10-08 20:00:00,0,4.13,52.3,5.66,1.62,0,0
2020-10-27 04:00:00,0,1.68,62.66,3.85,3.98,0,1
2020-10-27 16:00:00,0,1.58,54.03,3.48,2.52,0,0
2020-10-30 10:00:00,0,1.5,43.35,4.63,1.04,0,0
2020-11-04 03:00:00,1,0.83,50.88,7.26,1.71,1,0
2020-11-09 15:00:00,1,1.97,17.04,11.27,1.84,0,0
2020-11-20 19:00:00,0,0.43,59.19,4.47,1.21,0,1
2020-12-03 20:00:00,1,0.81,57.67,6.68,1.01,0,0
2020-12-28 17:00:00,1,9.17,48.45,7.59,1.25,0,1
2021-01-19 16:00:00,0,2.21,46.04,4.66,1.48,0,1
2021-01-22 12:00:00,1,5.18,30.87,4.1,1.66,0,0
2021-01-29 11:00:00,0,2.86,59.36,4.5,2.68,0,0
2021-02-11 18:00:00,1,2.27,32.29,4.47,1.14,0,0
2021-04-01 23:00:00,0,0.08,71.9,4.45,1.16,0,1
2021-03-31 19:00:00,0,0.57,73.76,5.59,1.28,1,0
2021-05-26 16:00:00,1,0.89,49.39,4.86,2.25,0,0
2021-06-03 09:00:00,1,1.72,34.72,2.41,2.53,-1,0
2021-06-15 18:00:00,0,2.19,32.76,4.44,1.18,1,1
2021-06-16 07:00:00,0,0.84,49.47,3.52,1.19,0,0
2021-06-22 13:00:00,0,3.04,53.93,3.97,1.37,0,1
2021-06-23 19:00:00,0,1.88,50.41,4.68,1.01,0,1
2021-07-02 03:00:00,0,0.81,58.5,4.14,1.64,-2,0
2021-07-19 18:00:00,1,0.6,45.62,5.26,3.02,0,1
2021-07-26 04:00:00,0,1.25,57.42,4.71,2.05,0,0
2021-08-05 16:00:00,1,1.68,36.02,3.83,1.8,0,0
2021-08-19 06:00:00,1,1.2,37.97,4.32,3.87,0,1
2021-09-07 17:00:00,1,3.85,15.72,4.61,3.54,0,0
2021-09-09 20:00:00,0,0.73,57.16,4.49,1.64,0,0
2021-09-24 18:00:00,0,4.03,47.92,4.06,2.59,0,1
2021-09-30 16:00:00,0,0.56,62.53,4.59,1.43,0,0
2021-10-06 04:00:00,1,3.73,46.01,3.66,1.07,-1,0
2021-10-15 15:00:00,1,8.57,16.66,4.07,4.88,-2,0
2021-11-04 14:00:00,0,7.31,72.34,3.87,5.38,0,0
2021-12-01 07:00:00,0,7.61,58.08,7.12,4.37,0,1
2021-12-03 15:00:00,0,0.57,46.29,4.21,3.6,2,1
2021-12-21 17:00:00,1,3.18,34.6,3.7,2.1,0,1
2021-12-21 16:00:00,1,1.97,43.79,3.27,1.73,0,0
2021-12-27 19:00:00,1,0.63,51.32,2.8,2.26,0,0
2022-01-06 11:00:00,1,2.68,21.61,4.18,2.18,1,1
2021-12-30 15:00:00,1,0.54,51.28,2.8,1.33,0,1
2022-01-06 07:00:00,1,0.29,29.88,3.89,1.87,1,0
2022-01-18 15:00:00,1,2.76,55.12,4.28,1.44,0,1
2022-01-14 11:00:00,1,0.28,50.6,2.39,1.29,2,0
2022-02-10 18:00:00,1,1.33,74.63,4.21,1.44,-3,0
2022-02-11 18:00:00,1,0.25,65.09,3.9,1.7,0,1
2022-02-25 01:00:00,1,5.95,41.74,17.38,1.0,0,1
2022-03-07 14:00:00,1,0.26,56.08,9.89,1.65,0,0
2022-04-05 17:00:00,0,3.5,49.91,5.9,1.29,1,1
2022-04-06 12:00:00,0,1.69,56.96,4.57,3.0,0,0
2022-04-28 22:00:00,0,5.24,61.15,6.62,2.03,1,0
2022-06-02 16:00:00,0,1.68,79.14,3.86,1.17,1,0
2022-05-31 03:00:00,1,4.74,31.81,3.53,1.55,0,0
2022-06-16 15:00:00,0,5.9,52.7,5.61,1.79,0,0
2022-07-29 15:00:00,1,5.22,53.96,4.24,1.43,-1,1
2022-08-19 18:00:00,0,0.3,36.71,4.06,1.41,0,1
2022-08-24 15:00:00,0,3.08,50.78,3.28,1.35,0,0
2022-08-26 17:00:00,0,2.15,33.29,4.89,1.02,1,1
2022-09-09 09:00:00,0,2.29,64.53,3.11,3.6,0,0
2022-09-13 15:00:00,1,3.62,27.14,4.98,2.26,-3,0
2022-09-21 21:00:00,0,9.03,71.23,6.65,4.39,0,1
2022-09-28 16:00:00,0,7.81,68.84,7.38,1.55,0,0
2022-10-11 09:00:00,0,0.09,32.76,3.61,1.12,0,0
2022-10-17 15:00:00,0,2.89,65.6,4.45,1.8,1,1
2022-11-02 04:00:00,0,3.27,61.84,4.16,1.66,-1,0
2022-11-02 20:00:00,0,3.01,49.62,5.08,1.8,-1,1
2022-11-04 06:00:00,0,6.53,69.09,4.21,3.06,-3,0
2022-11-08 06:00:00,1,1.13,43.71,2.97,1.83,0,0
2022-11-17 15:00:00,1,0.45,30.73,4.51,1.39,1,0
2022-11-17 11:00:00,1,1.26,39.14,3.37,1.04,1,0
2022-11-23 21:00:00,0,3.19,66.9,5.97,1.04,1,0
2022-12-15 10:00:00,1,0.43,23.51,6.08,1.69,3,1
2022-12-28 02:00:00,1,8.63,52.65,5.96,5.62,0,0
2023-01-06 11:00:00,1,2.1,42.26,3.11,1.04,2,1
2023-01-18 04:00:00,1,6.52,39.79,4.71,2.49,3,1
2023-02-27 09:00:00,0,1.46,40.9,2.97,1.49,0,0
2023-03-10 16:00:00,0,1.64,81.71,5.67,1.14,-1,0
2023-03-08 20:00:00,0,1.21,39.41,3.56,1.5,-2,0
2023-03-29 14:00:00,1,1.11,51.69,3.7,1.46,0,0
2023-03-31 20:00:00,1,2.33,36.17,6.08,1.06,1,0
2023-04-14 15:00:00,1,1.17,36.1,5.65,1.7,1,0
2023-04-27 05:00:00,0,5.01,58.02,5.54,1.33,2,0
2023-05-02 13:00:00,0,11.85,57.73,3.17,1.02,1,0
2023-05-05 15:00:00,1,0.14,23.76,5.8,1.73,-1,0
2023-05-09 16:00:00,1,2.14,59.81,3.76,2.1,0,1
2023-06-01 17:00:00,0,5.59,69.67,4.9,1.07,1,0
2023-05-30 11:00:00,0,0.32,53.15,3.53,2.74,-1,0
2023-05-31 11:00:00,0,0.26,49.64,3.4,1.27,-1,0
2023-06-08 15:00:00,0,8.85,64.0,3.45,2.83,-1,0
2023-06-13 18:00:00,0,0.57,28.21,5.65,2.61,2,1
2023-06-26 10:00:00,0,1.87,59.33,3.13,1.82,0,1
2023-07-03 16:00:00,0,5.2,67.75,4.03,1.65,1,0
2023-06-29 11:00:00,0,3.74,41.03,2.93,1.45,0,0
2023-07-03 15:00:00,0,0.45,63.07,3.62,1.0,1,0
2023-07-25 14:00:00,1,5.87,49.92,3.22,2.18,-1,1
2023-07-27 15:00:00,1,0.13,35.1,4.94,1.23,0,0
2023-08-16 16:00:00,0,1.46,49.06,2.72,1.1,0,1
2023-08-24 21:00:00,1,3.16,51.14,3.18,1.95,1,0
2023-08-28 20:00:00,1,0.28,59.42,3.18,3.32,0,1
2023-09-06 17:00:00,1,10.72,33.73,3.39,7.16,-1,1
2023-09-15 16:00:00,0,1.5,73.11,2.97,1.17,0,0
2023-09-21 03:00:00,1,1.61,36.05,4.47,2.59,1,0
2023-11-20 15:00:00,1,6.21,30.92,4.15,5.53,0,1
2023-11-17 15:00:00,1,0.59,55.01,3.51,1.59,0,0
2023-12-05 16:00:00,1,2.3,32.65,5.61,3.9,0,0
2023-12-04 17:00:00,1,2.75,29.32,10.96,1.42,0,0
2024-01-09 18:00:00,0,2.17,46.24,4.8,1.7,0,0
2024-01-19 01:00:00,0,4.93,64.33,4.1,2.37,-1,0
2024-01-29 09:00:00,0,6.67,71.25,3.52,4.84,0,0
2024-01-25 20:00:00,0,0.06,43.65,5.27,1.11,-2,0
2024-02-08 20:00:00,0,1.24,49.77,5.38,3.42,1,1
2024-02-21 17:00:00,1,1.51,43.61,3.11,1.29,0,0
2024-03-01 16:00:00,1,6.12,51.93,4.66,3.91,2,1
2024-04-05 04:00:00,1,1.68,36.55,9.06,1.5,0,1
2024-04-16 23:00:00,1,2.16,52.62,11.16,1.16,0,0
2024-04-24 16:00:00,0,2.29,49.34,6.37,1.12,0,0
2024-05-09 14:00:00,0,0.39,55.11,4.14,1.4,-1,0
2024-06-07 16:00:00,1,1.73,21.38,11.91,1.47,-3,0
2024-06-03 17:00:00,0,7.29,62.44,6.47,1.69,0,0
2024-06-21 17:00:00,1,3.01,30.15,7.22,1.61,-2,0
2024-06-28 13:00:00,0,0.16,72.06,4.15,2.07,0,0
2024-07-15 09:00:00,1,2.38,43.33,4.13,1.39,1,1
2024-07-18 22:00:00,1,3.86,29.9,6.66,2.27,-1,0
2024-07-30 06:00:00,0,6.88,52.41,5.98,1.18,-2,0
2024-08-05 14:00:00,1,3.38,27.23,15.48,2.87,-1,0
2024-08-21 17:00:00,1,4.08,37.29,6.89,1.07,0,1
2024-08-20 19:00:00,1,8.62,48.86,8.02,3.72,0,1
2024-09-06 19:00:00,1,0.66,27.25,8.71,2.29,0,0
2024-09-06 15:00:00,1,3.31,63.75,4.49,1.05,0,0
2024-10-04 15:00:00,1,0.58,32.63,5.75,1.9,0,0
2024-11-28 10:00:00,0,4.88,58.24,5.74,1.34,0,0
2024-12-02 02:00:00,1,7.62,35.77,7.7,3.96,0,0
2024-12-04 13:00:00,0,5.25,53.34,4.57,1.31,0,1
2024-12-09 01:00:00,0,2.42,53.23,7.55,2.04,0,1
2024-12-13 12:00:00,1,2.8,27.92,6.09,2.25,0,0
2024-12-27 14:00:00,0,5.39,45.21,4.46,1.27,0,1
2025-01-06 16:00:00,1,4.53,43.53,9.19,3.05,0,1
2025-01-06 09:00:00,1,4.51,27.81,4.91,1.58,0,1
2025-01-08 19:00:00,1,7.62,52.53,6.32,1.99,0,1
2025-01-13 19:00:00,1,1.49,29.32,7.14,1.15,0,1
2025-01-27 15:00:00,1,3.0,44.29,7.89,1.58,0,0
2025-01-31 22:00:00,1,2.85,55.1,7.84,2.56,0,0
2025-02-25 18:00:00,1,2.23,26.32,11.13,1.99,0,1
2025-03-04 22:00:00,0,7.72,61.52,10.12,2.03,0,1
2025-03-14 12:00:00,1,5.67,66.97,7.41,1.04,0,0
2025-03-26 11:00:00,1,1.01,47.38,5.24,1.68,0,1
2025-04-03 13:00:00,1,9.92,31.53,17.74,1.83,0,0
2025-04-04 05:00:00,1,10.51,40.53,18.08,2.15,0,0
2025-04-09 19:00:00,0,8.01,73.04,18.37,1.66,0,0
2025-04-22 15:00:00,1,17.06,48.4,22.63,2.55,0,0
2025-05-15 15:00:00,0,14.34,53.72,16.52,2.37,0,0
2025-07-11 03:00:00,0,3.73,61.54,7.62,1.62,0,0
2025-07-25 14:00:00,1,3.56,25.13,6.34,2.65,0,0
2025-08-07 08:00:00,1,3.18,51.68,6.54,1.49,0,1
2025-10-27 00:00:00,1,12.53,43.02,25.35,1.04,0,0
2025-11-20 01:00:00,0,8.64,56.97,21.68,2.17,0,1
2025-11-20 20:00:00,0,1.68,45.45,23.12,1.38,0,0
2025-12-03 18:00:00,1,1.75,45.52,15.73,1.07,0,0
2025-12-29 17:00:00,1,4.95,19.34,31.56,2.51,0,0
