event,datetime,currency,actual,forecast,surprise_dir,move_1h,correct_dir_1h,move_2h,correct_dir_2h,move_4h,correct_dir_4h,move_8h,correct_dir_8h,move_24h,correct_dir_24h,move_48h,correct_dir_48h
ISM Manufacturing PMI,2007-01-03 15:00:00,USD,51.4,51.0,-1,1.0,False,-7.5,True,-8.5,True,-9.100000000000023,True,-8.5,True,-29.5,True
ISM Services PMI,2007-01-04 15:00:00,USD,57.1,58.0,1,0.0,False,-0.6000000000000227,False,-3.5,False,-6.0,False,-24.5,False,-20.5,False
Pending Home Sales m/m,2007-01-04 15:00:00,USD,-0.5,0.0,1,0.0,False,-0.6000000000000227,False,-3.5,False,-6.0,False,-24.5,False,-20.5,False
Non-Farm Employment Change,2007-01-05 13:30:00,USD,167.0,115.0,-1,-17.5,True,-21.5,True,-21.5,True,-18.0,True,-16.0,True,-16.600000000000023,True
Trade Balance,2007-01-10 13:30:00,USD,-58.2,-60.0,-1,-5.7000000000000455,True,-3.7000000000000455,True,-1.0,True,-1.5,True,-0.5,True,5.399999999999977,False
Core Retail Sales m/m,2007-01-12 13:30:00,USD,1.0,0.5,-1,5.0,False,5.399999999999977,False,12.5,False,14.299999999999955,False,14.0,False,11.299999999999955,False
Retail Sales m/m,2007-01-12 13:30:00,USD,0.9,0.6,-1,5.0,False,5.399999999999977,False,12.5,False,14.299999999999955,False,14.0,False,11.299999999999955,False
PPI m/m,2007-01-17 13:30:00,USD,0.9,0.6,-1,5.600000000000023,False,9.100000000000023,False,12.100000000000023,False,10.600000000000023,False,15.0,False,11.100000000000023,False
TIC Long-Term Purchases,2007-01-17 14:00:00,USD,68.4,82.5,1,5.600000000000023,True,9.100000000000023,True,12.100000000000023,True,10.600000000000023,True,15.0,True,11.100000000000023,True
CPI y/y,2007-01-18 13:30:00,USD,2.5,2.3,-1,3.0,False,-0.39999999999997726,True,-2.3999999999999773,True,-5.5,True,-4.0,True,5.100000000000023,False
Prelim UoM Consumer Sentiment,2007-01-19 15:00:00,USD,98.0,92.5,-1,1.6000000000000227,False,3.3999999999999773,False,4.899999999999977,False,4.600000000000023,False,7.600000000000023,False,13.899999999999977,False
Existing Home Sales,2007-01-25 15:00:00,USD,6.22,6.25,1,-0.7000000000000455,False,-3.1000000000000227,False,-5.5,False,-7.600000000000023,False,-8.100000000000023,False,-7.0,False
Core Durable Goods Orders m/m,2007-01-26 13:30:00,USD,2.3,0.5,-1,3.5,False,3.8999999999999773,False,2.8999999999999773,False,4.2999999999999545,False,3.5,False,2.8999999999999773,False
New Home Sales,2007-01-26 15:00:00,USD,1120.0,1050.0,-1,-1.8999999999999773,True,-2.2999999999999545,True,-2.7999999999999545,True,-0.5,True,-1.2999999999999545,True,-2.2999999999999545,True
CB Consumer Confidence,2007-01-30 15:00:00,USD,110.3,110.5,1,1.1000000000000227,True,0.5,True,1.0,True,2.3999999999999773,True,10.100000000000023,True,12.899999999999977,True
Advance GDP q/q,2007-01-31 13:30:00,USD,3.5,3.0,-1,6.399999999999977,False,9.0,False,5.399999999999977,False,7.899999999999977,False,15.799999999999955,False,1.2999999999999545,False
Core PCE Price Index m/m,2007-02-01 13:30:00,USD,0.1,0.2,1,3.2999999999999545,True,0.5,True,-1.5,False,-0.6000000000000227,False,-9.5,False,-7.0,False
ISM Manufacturing PMI,2007-02-01 15:00:00,USD,49.3,51.6,1,-0.8999999999999773,False,-2.1000000000000227,False,-0.6000000000000227,False,-1.6000000000000227,False,-12.600000000000023,False,-8.5,False
Pending Home Sales m/m,2007-02-01 15:00:00,USD,4.9,2.2,-1,-0.8999999999999773,True,-2.1000000000000227,True,-0.6000000000000227,True,-1.6000000000000227,True,-12.600000000000023,True,-8.5,True
Non-Farm Employment Change,2007-02-02 13:30:00,USD,111.0,146.0,1,-8.399999999999977,False,-10.100000000000023,False,-11.5,False,-8.899999999999977,False,-6.0,False,-2.8999999999999773,False
Unemployment Rate,2007-02-02 13:30:00,USD,4.6,4.5,-1,-8.399999999999977,True,-10.100000000000023,True,-11.5,True,-8.899999999999977,True,-6.0,True,-2.8999999999999773,True
ISM Services PMI,2007-02-05 15:00:00,USD,59.0,56.8,-1,0.8999999999999773,False,1.0,False,1.0,False,-1.5,True,1.8999999999999773,False,4.0,False
Trade Balance,2007-02-13 13:30:00,USD,-61.2,-59.5,1,1.2000000000000455,True,-2.599999999999909,False,-2.5,False,-2.099999999999909,False,0.7000000000000455,True,0.3000000000000682,True
Core Retail Sales m/m,2007-02-14 13:30:00,USD,0.3,0.4,1,-0.7000000000000455,False,0.5,True,0.09999999999990905,True,1.2999999999999545,True,-1.400000000000091,False,-2.5,False
Retail Sales m/m,2007-02-14 13:30:00,USD,0.0,0.3,1,-0.7000000000000455,False,0.5,True,0.09999999999990905,True,1.2999999999999545,True,-1.400000000000091,False,-2.5,False
TIC Long-Term Purchases,2007-02-15 14:00:00,USD,15.6,60.0,1,-2.7000000000000455,False,-2.3999999999999773,False,-3.2999999999999545,False,0.6000000000000227,True,-3.2999999999999545,False,1.7999999999999545,True
Prelim UoM Consumer Sentiment,2007-02-16 15:00:00,USD,93.3,96.5,1,0.6000000000000227,True,3.1000000000000227,True,4.0,True,4.600000000000023,True,6.199999999999932,True,-7.5,False
CPI y/y,2007-02-21 13:30:00,USD,2.1,2.0,-1,2.7000000000000455,False,3.400000000000091,False,16.5,False,20.5,False,18.40000000000009,False,27.40000000000009,False
Core CPI m/m,2007-02-21 13:30:00,USD,0.3,0.2,-1,2.7000000000000455,False,3.400000000000091,False,16.5,False,20.5,False,18.40000000000009,False,27.40000000000009,False
Core Durable Goods Orders m/m,2007-02-27 13:30:00,USD,-3.1,-0.2,1,-3.2999999999999545,False,-2.7999999999999545,False,3.0,True,-17.200000000000045,False,-12.299999999999955,False,-9.200000000000045,False
CB Consumer Confidence,2007-02-27 15:00:00,USD,112.5,109.0,-1,2.0,False,10.0,False,1.2999999999999545,False,-10.600000000000023,True,-11.0,True,-5.7000000000000455,True
Existing Home Sales,2007-02-27 15:00:00,USD,6.46,6.25,-1,2.0,False,10.0,False,1.2999999999999545,False,-10.600000000000023,True,-11.0,True,-5.7000000000000455,True
Prelim GDP q/q,2007-02-28 13:30:00,USD,2.2,2.4,1,-5.899999999999977,False,-9.399999999999977,False,-7.0,False,-4.5,False,-4.5,False,-21.899999999999977,False
New Home Sales,2007-02-28 15:00:00,USD,937.0,1080.0,1,-4.7999999999999545,False,-3.2999999999999545,False,-0.7000000000000455,False,0.10000000000002274,True,1.7999999999999545,True,-21.799999999999955,False
Core PCE Price Index m/m,2007-03-01 13:30:00,USD,0.3,0.2,-1,-0.8999999999999773,True,0.7999999999999545,False,-6.2000000000000455,True,-6.2000000000000455,True,-18.799999999999955,True,-31.299999999999955,True
ISM Manufacturing PMI,2007-03-01 15:00:00,USD,52.3,50.0,-1,-1.400000000000091,True,-2.7000000000000455,True,-8.200000000000045,True,-8.200000000000045,True,-20.5,True,-32.10000000000002,True
ISM Services PMI,2007-03-05 15:00:00,USD,54.3,57.2,1,4.7999999999999545,True,2.0,True,0.599999999999909,True,-0.900000000000091,False,5.5,True,12.099999999999909,True
Pending Home Sales m/m,2007-03-06 15:00:00,USD,-4.1,-2.2,1,-1.0,False,2.2999999999999545,True,1.5,True,3.099999999999909,True,6.5,True,8.5,True
Non-Farm Employment Change,2007-03-09 13:30:00,USD,97.0,100.0,1,-0.7000000000000455,False,-4.100000000000023,False,-2.900000000000091,False,-4.5,False,-1.0,False,-4.100000000000023,False
Trade Balance,2007-03-09 13:30:00,USD,-59.1,-59.5,-1,-0.7000000000000455,True,-4.100000000000023,True,-2.900000000000091,True,-4.5,True,-1.0,True,-4.100000000000023,True
Unemployment Rate,2007-03-09 13:30:00,USD,4.5,4.6,1,-0.7000000000000455,False,-4.100000000000023,False,-2.900000000000091,False,-4.5,False,-1.0,False,-4.100000000000023,False
Core Retail Sales m/m,2007-03-13 12:30:00,USD,-0.1,0.3,1,3.8999999999999773,True,3.5,True,1.8999999999999773,True,-4.0,False,-4.100000000000023,False,1.0,True
Retail Sales m/m,2007-03-13 12:30:00,USD,0.1,0.3,1,3.8999999999999773,True,3.5,True,1.8999999999999773,True,-4.0,False,-4.100000000000023,False,1.0,True
PPI m/m,2007-03-15 12:30:00,USD,1.3,0.4,-1,0.39999999999997726,False,3.0,False,1.3999999999999773,False,0.8999999999999773,False,7.2999999999999545,False,8.799999999999955,False
TIC Long-Term Purchases,2007-03-15 13:00:00,USD,97.4,46.5,-1,0.39999999999997726,False,3.0,False,1.3999999999999773,False,0.8999999999999773,False,7.2999999999999545,False,8.799999999999955,False
CPI y/y,2007-03-16 12:30:00,USD,2.4,2.3,-1,1.8999999999999773,False,3.0,False,2.6000000000000227,False,2.1000000000000227,False,2.6000000000000227,False,7.100000000000023,False
Prelim UoM Consumer Sentiment,2007-03-16 14:00:00,USD,88.8,90.0,1,1.1000000000000227,True,-1.2000000000000455,False,-0.39999999999997726,False,1.7999999999999545,True,1.5,True,5.100000000000023,True
Existing Home Sales,2007-03-23 14:00:00,USD,6.69,6.34,-1,-5.5,True,-6.0,True,-6.2999999999999545,True,-5.100000000000023,True,-0.7999999999999545,True,-0.5,True
New Home Sales,2007-03-26 14:00:00,USD,848.0,985.0,1,2.0,True,2.8999999999999773,True,3.099999999999909,True,3.8999999999999773,True,4.399999999999977,True,6.899999999999977,True
CB Consumer Confidence,2007-03-27 14:00:00,USD,107.2,109.0,1,-0.10000000000002274,False,-1.2000000000000455,False,-1.8000000000000682,False,-0.10000000000002274,False,2.2999999999999545,True,-4.600000000000023,False
Core Durable Goods Orders m/m,2007-03-28 12:30:00,USD,-0.1,1.8,1,1.2000000000000455,True,0.7000000000000455,True,-1.2999999999999545,False,0.5,True,-5.899999999999977,False,-3.8999999999999773,False
Core PCE Price Index m/m,2007-03-30 12:30:00,USD,0.3,0.2,-1,1.6000000000000227,False,-1.0,True,2.6000000000000227,False,0.6000000000000227,False,-5.199999999999932,True,4.0,False
ISM Manufacturing PMI,2007-04-02 14:00:00,USD,50.9,51.3,1,-4.599999999999909,False,-4.099999999999909,False,0.40000000000009095,True,1.2000000000000455,True,2.0,True,10.600000000000023,True
Pending Home Sales m/m,2007-04-03 14:00:00,USD,0.7,-0.5,-1,1.3999999999999773,False,4.0,False,2.8999999999999773,False,0.8000000000000682,False,8.300000000000068,False,11.700000000000045,False
ADP Non-Farm Employment Change,2007-04-04 12:15:00,USD,106.0,125.0,1,1.0,True,4.399999999999977,True,7.699999999999932,True,8.0,True,8.199999999999932,True,8.699999999999932,True
ISM Services PMI,2007-04-04 14:00:00,USD,52.4,54.8,1,5.0,True,6.699999999999932,True,7.099999999999909,True,7.399999999999977,True,7.7999999999999545,True,7.5,True
Non-Farm Employment Change,2007-04-06 12:30:00,USD,180.0,135.0,-1,0.0,False,-0.1999999999999318,True,-0.1999999999999318,True,-1.6000000000000227,True,1.8000000000000682,False,3.8999999999999773,False
Unemployment Rate,2007-04-06 12:30:00,USD,4.4,4.6,1,0.0,False,-0.1999999999999318,False,-0.1999999999999318,False,-1.6000000000000227,False,1.8000000000000682,True,3.8999999999999773,True
PPI m/m,2007-04-13 12:30:00,USD,1.0,0.7,-1,3.7000000000000455,False,4.2000000000000455,False,6.400000000000091,False,6.900000000000091,False,7.7000000000000455,False,10.600000000000023,False
Trade Balance,2007-04-13 12:30:00,USD,-58.4,-60.2,-1,3.7000000000000455,False,4.2000000000000455,False,6.400000000000091,False,6.900000000000091,False,7.7000000000000455,False,10.600000000000023,False
Prelim UoM Consumer Sentiment,2007-04-13 14:00:00,USD,85.3,87.5,1,2.7000000000000455,True,-0.599999999999909,False,4.300000000000068,True,5.800000000000068,True,5.0,True,9.800000000000068,True
Retail Sales m/m,2007-04-16 12:30:00,USD,0.7,0.4,-1,0.7999999999999545,False,-2.0,True,-3.2000000000000455,True,3.5,False,2.0,False,1.7000000000000455,False
TIC Long-Term Purchases,2007-04-16 13:00:00,USD,58.1,80.5,1,0.7999999999999545,True,-2.0,False,-3.2000000000000455,False,3.5,True,2.0,True,1.7000000000000455,True
Core CPI m/m,2007-04-17 12:30:00,USD,0.1,0.2,1,1.2999999999999545,True,0.39999999999997726,True,0.8999999999999773,True,-1.5,False,1.599999999999909,True,-6.800000000000068,False
CB Consumer Confidence,2007-04-24 14:00:00,USD,104.0,105.0,1,-2.7000000000000455,False,-4.100000000000023,False,-6.7999999999999545,False,-7.600000000000023,False,-6.399999999999977,False,-17.299999999999955,False
Existing Home Sales,2007-04-24 14:00:00,USD,6.12,6.55,1,-2.7000000000000455,False,-4.100000000000023,False,-6.7999999999999545,False,-7.600000000000023,False,-6.399999999999977,False,-17.299999999999955,False
Core Durable Goods Orders m/m,2007-04-25 12:30:00,USD,1.5,1.1,-1,-0.2999999999999545,True,-0.6999999999999318,True,-2.099999999999909,True,-0.8999999999999773,True,-8.799999999999955,True,-8.399999999999977,True
New Home Sales,2007-04-25 14:00:00,USD,858.0,890.0,1,-0.39999999999997726,False,0.10000000000002274,True,-1.7000000000000455,False,0.6000000000000227,True,-12.200000000000045,False,-8.200000000000045,False
Advance GDP q/q,2007-04-27 12:30:00,USD,1.3,1.9,1,2.900000000000091,True,3.6000000000000227,True,3.6000000000000227,True,7.7000000000000455,True,4.2000000000000455,True,-0.8999999999999773,False
Core PCE Price Index m/m,2007-04-30 12:30:00,USD,0.0,0.1,1,1.0,True,-0.20000000000004547,False,1.099999999999909,True,-0.8000000000000682,False,-2.7000000000000455,False,-8.5,False
ISM Manufacturing PMI,2007-05-01 14:00:00,USD,54.7,51.0,-1,-2.5,True,-3.7000000000000455,True,-2.1000000000000227,True,-3.1000000000000227,True,-6.899999999999977,True,-1.7000000000000455,True
Pending Home Sales m/m,2007-05-01 14:00:00,USD,-4.9,0.1,1,-2.5,False,-3.7000000000000455,False,-2.1000000000000227,False,-3.1000000000000227,False,-6.899999999999977,False,-1.7000000000000455,False
ADP Non-Farm Employment Change,2007-05-02 12:15:00,USD,64.0,107.0,1,-3.400000000000091,False,-1.5,False,0.599999999999909,True,1.6999999999999318,True,4.199999999999932,True,17.5,True
ISM Services PMI,2007-05-03 14:00:00,USD,56.0,53.2,-1,-1.5,True,-0.8000000000000682,True,6.099999999999909,False,6.2999999999999545,False,13.0,False,13.599999999999909,False
Non-Farm Employment Change,2007-05-04 12:30:00,USD,88.0,107.0,1,5.399999999999977,True,7.100000000000023,True,7.699999999999932,True,6.699999999999932,True,7.199999999999932,True,1.6999999999999318,True
Trade Balance,2007-05-10 12:30:00,USD,-63.9,-60.0,1,-3.199999999999932,False,-3.5,False,-3.599999999999909,False,-11.299999999999955,False,-7.199999999999932,False,-8.5,False
Core Retail Sales m/m,2007-05-11 12:30:00,USD,0.0,0.5,1,1.8999999999999773,True,-0.10000000000002274,False,3.3999999999999773,True,3.099999999999909,True,3.199999999999932,True,4.399999999999977,True
PPI m/m,2007-05-11 12:30:00,USD,0.7,0.6,-1,1.8999999999999773,False,-0.10000000000002274,True,3.3999999999999773,False,3.099999999999909,False,3.199999999999932,False,4.399999999999977,False
Retail Sales m/m,2007-05-11 12:30:00,USD,-0.2,0.4,1,1.8999999999999773,True,-0.10000000000002274,False,3.3999999999999773,True,3.099999999999909,True,3.199999999999932,True,4.399999999999977,True
TIC Long-Term Purchases,2007-05-15 13:00:00,USD,67.6,72.0,1,5.100000000000023,True,2.5,True,6.900000000000091,True,6.2000000000000455,True,3.400000000000091,True,-9.699999999999932,False
Prelim UoM Consumer Sentiment,2007-05-18 14:00:00,USD,88.7,86.4,-1,-1.8999999999999773,True,0.7999999999999545,False,3.2999999999999545,False,2.7000000000000455,False,3.1000000000000227,False,3.7999999999999545,False
Core Durable Goods Orders m/m,2007-05-24 12:30:00,USD,1.5,0.5,-1,-0.10000000000002274,True,-1.5,True,-7.100000000000023,True,-6.899999999999977,True,-4.2999999999999545,True,-5.399999999999977,True
New Home Sales,2007-05-24 14:00:00,USD,981.0,860.0,-1,-1.7999999999999545,True,-2.599999999999909,True,-7.899999999999977,True,-6.7999999999999545,True,-5.899999999999977,True,-5.599999999999909,True
Existing Home Sales,2007-05-25 14:00:00,USD,5.99,6.14,1,-0.8999999999999773,False,-1.0,False,-0.8999999999999773,False,-0.2999999999999545,False,-0.6999999999999318,False,1.400000000000091,True
CB Consumer Confidence,2007-05-29 14:00:00,USD,108.0,104.5,-1,4.0,False,-0.6000000000000227,True,-1.3000000000000682,True,-1.3000000000000682,True,-5.0,True,1.8999999999999773,False
ADP Non-Farm Employment Change,2007-05-30 12:15:00,USD,97.0,115.0,1,-1.8999999999999773,False,-2.0,False,-1.0,False,-1.5,False,4.600000000000023,True,12.100000000000023,True
Prelim GDP q/q,2007-05-31 12:30:00,USD,0.6,0.7,1,2.800000000000068,True,2.300000000000068,True,3.0,True,4.600000000000023,True,10.300000000000068,True,16.5,True
Core PCE Price Index m/m,2007-06-01 12:30:00,USD,0.1,0.2,1,4.600000000000023,True,4.600000000000023,True,7.699999999999932,True,8.199999999999932,True,7.899999999999977,True,9.100000000000023,True
Non-Farm Employment Change,2007-06-01 12:30:00,USD,157.0,135.0,-1,4.600000000000023,False,4.600000000000023,False,7.699999999999932,False,8.199999999999932,False,7.899999999999977,False,9.100000000000023,False
ISM Manufacturing PMI,2007-06-01 14:00:00,USD,55.0,54.0,-1,3.5,False,4.199999999999932,False,7.199999999999932,False,8.0,False,9.699999999999932,False,6.899999999999977,False
Pending Home Sales m/m,2007-06-01 14:00:00,USD,-3.2,0.3,1,3.5,True,4.199999999999932,True,7.199999999999932,True,8.0,True,9.699999999999932,True,6.899999999999977,True
ISM Services PMI,2007-06-05 14:00:00,USD,59.7,55.3,-1,-1.3999999999999773,True,-0.1999999999999318,True,-1.7999999999999545,True,-1.8999999999999773,True,-1.2999999999999545,True,-1.7999999999999545,True
Trade Balance,2007-06-08 12:30:00,USD,-58.5,-63.5,-1,-0.20000000000004547,True,0.8999999999999773,False,-6.600000000000023,True,-5.600000000000023,True,-4.0,True,-7.0,True
Core Retail Sales m/m,2007-06-13 12:30:00,USD,1.3,0.7,-1,3.5,False,4.100000000000023,False,7.0,False,7.0,False,8.600000000000023,False,9.799999999999955,False
Retail Sales m/m,2007-06-13 12:30:00,USD,1.4,0.6,-1,3.5,False,4.100000000000023,False,7.0,False,7.0,False,8.600000000000023,False,9.799999999999955,False
PPI m/m,2007-06-14 12:30:00,USD,0.9,0.6,-1,-1.3999999999999773,True,3.7000000000000455,False,1.5,False,2.5,False,3.5,False,7.5,False
CPI y/y,2007-06-15 12:30:00,USD,2.7,2.6,-1,2.5,False,2.0,False,3.6000000000000227,False,4.5,False,5.600000000000023,False,8.0,False
Core CPI m/m,2007-06-15 12:30:00,USD,0.1,0.2,1,2.5,True,2.0,True,3.6000000000000227,True,4.5,True,5.600000000000023,True,8.0,True
TIC Long-Term Purchases,2007-06-15 13:00:00,USD,84.1,71.8,-1,2.5,False,2.0,False,3.6000000000000227,False,4.5,False,5.600000000000023,False,8.0,False
Prelim UoM Consumer Sentiment,2007-06-15 14:00:00,USD,83.7,88.5,1,1.2000000000000455,True,3.1000000000000227,True,3.6000000000000227,True,4.0,True,5.7000000000000455,True,6.7000000000000455,True
Existing Home Sales,2007-06-25 14:00:00,USD,5.99,5.96,-1,-2.5,True,-1.6999999999999318,True,0.7000000000000455,False,-1.1999999999999318,True,-5.7999999999999545,True,-9.799999999999955,True
CB Consumer Confidence,2007-06-26 14:00:00,USD,103.9,105.5,1,-2.7999999999999545,False,-5.0,False,-8.399999999999977,False,-8.100000000000023,False,-6.699999999999932,False,-0.6999999999999318,False
New Home Sales,2007-06-26 14:00:00,USD,915.0,922.0,1,-2.7999999999999545,False,-5.0,False,-8.399999999999977,False,-8.100000000000023,False,-6.699999999999932,False,-0.6999999999999318,False
Core Durable Goods Orders m/m,2007-06-27 12:30:00,USD,-1.0,0.2,1,-0.39999999999997726,False,1.1000000000000227,True,3.199999999999932,True,2.1000000000000227,True,4.600000000000023,True,8.899999999999977,True
ISM Manufacturing PMI,2007-07-02 14:00:00,USD,56.0,55.0,-1,1.599999999999909,False,4.699999999999932,False,3.8999999999999773,False,4.0,False,2.2999999999999545,False,1.3999999999999773,False
Pending Home Sales m/m,2007-07-03 14:00:00,USD,-3.5,0.6,1,-1.3999999999999773,False,-3.199999999999932,False,-3.0,False,-3.699999999999932,False,-2.3999999999999773,False,-8.399999999999977,False
ISM Services PMI,2007-07-05 14:00:00,USD,60.7,58.1,-1,-3.5,True,-7.899999999999977,True,-7.199999999999932,True,-6.899999999999977,True,-7.399999999999977,True,5.600000000000023,False
Non-Farm Employment Change,2007-07-06 12:30:00,USD,132.0,125.0,-1,1.1000000000000227,False,1.8999999999999773,False,6.7999999999999545,False,8.399999999999977,False,13.799999999999955,False,16.699999999999932,False
Core Retail Sales m/m,2007-07-13 12:30:00,USD,-0.4,0.2,1,-0.3000000000000682,False,0.0,False,-0.7000000000000455,False,-0.5,False,-1.0,False,-1.8000000000000682,False
Retail Sales m/m,2007-07-13 12:30:00,USD,-0.9,0.0,1,-0.3000000000000682,False,0.0,False,-0.7000000000000455,False,-0.5,False,-1.0,False,-1.8000000000000682,False
Prelim UoM Consumer Sentiment,2007-07-13 14:00:00,USD,92.4,86.0,-1,-0.39999999999997726,True,-3.300000000000068,True,-1.8000000000000682,True,-1.2000000000000455,True,-3.300000000000068,True,-1.7000000000000455,True
PPI m/m,2007-07-17 12:30:00,USD,-0.2,0.2,1,1.8000000000000682,True,3.0,True,2.5,True,0.7000000000000455,True,1.8999999999999773,True,10.5,True
TIC Long-Term Purchases,2007-07-17 13:00:00,USD,126.1,70.0,-1,1.8000000000000682,False,3.0,False,2.5,False,0.7000000000000455,False,1.8999999999999773,False,10.5,False
CPI y/y,2007-07-18 12:30:00,USD,2.7,2.6,-1,-1.3000000000000682,True,0.2999999999999545,False,6.0,False,5.699999999999932,False,6.7999999999999545,False,15.199999999999932,False
Existing Home Sales,2007-07-25 14:00:00,USD,5.75,5.87,1,-2.1000000000000227,False,-4.7000000000000455,False,-4.300000000000068,False,-2.7000000000000455,False,-8.200000000000045,False,-16.800000000000068,False
Core Durable Goods Orders m/m,2007-07-26 12:30:00,USD,-0.5,0.5,1,-7.2000000000000455,False,-5.600000000000023,False,-11.299999999999955,False,-12.100000000000023,False,-13.799999999999955,False,-11.5,False
New Home Sales,2007-07-26 14:00:00,USD,834.0,900.0,1,-1.6000000000000227,False,-1.1000000000000227,False,-7.7000000000000455,False,-8.100000000000023,False,-10.399999999999977,False,-8.799999999999955,False
Advance GDP q/q,2007-07-27 12:30:00,USD,3.4,3.2,-1,-1.5,True,-2.1000000000000227,True,-3.900000000000091,True,-1.900000000000091,True,-1.7000000000000455,True,1.599999999999909,False
Core PCE Price Index m/m,2007-07-31 12:30:00,USD,0.1,0.2,1,0.20000000000004547,True,-0.6999999999999318,False,-0.5,False,-2.099999999999909,False,-3.7999999999999545,False,-0.5,False
CB Consumer Confidence,2007-07-31 14:00:00,USD,112.6,105.0,-1,-1.6000000000000227,True,-3.400000000000091,True,-2.6000000000000227,True,-3.5,True,-1.8000000000000682,True,-4.800000000000068,True
ISM Manufacturing PMI,2007-08-01 14:00:00,USD,53.8,55.7,1,3.7999999999999545,True,2.2999999999999545,True,2.8999999999999773,True,4.699999999999932,True,4.199999999999932,True,6.0,True
Pending Home Sales m/m,2007-08-01 14:00:00,USD,5.0,-0.5,-1,3.7999999999999545,False,2.2999999999999545,False,2.8999999999999773,False,4.699999999999932,False,4.199999999999932,False,6.0,False
Non-Farm Employment Change,2007-08-03 12:30:00,USD,92.0,135.0,1,1.7000000000000455,True,4.800000000000068,True,5.300000000000068,True,8.899999999999977,True,6.5,True,4.899999999999977,True
Unemployment Rate,2007-08-03 12:30:00,USD,4.6,4.5,-1,1.7000000000000455,False,4.800000000000068,False,5.300000000000068,False,8.899999999999977,False,6.5,False,4.899999999999977,False
ISM Services PMI,2007-08-03 14:00:00,USD,55.8,59.5,1,4.5,True,2.3999999999999773,True,5.0,True,7.2999999999999545,True,6.099999999999909,True,4.599999999999909,True
Core Retail Sales m/m,2007-08-13 12:30:00,USD,0.4,0.3,-1,-0.39999999999997726,True,-0.599999999999909,True,-0.5,True,-0.5,True,-4.2999999999999545,True,-3.0,True
PPI m/m,2007-08-14 12:30:00,USD,0.6,0.1,-1,-1.7999999999999545,True,1.3000000000000682,False,1.900000000000091,False,1.7000000000000455,False,-3.599999999999909,True,-3.8999999999999773,True
Trade Balance,2007-08-14 12:30:00,USD,-58.1,-61.0,-1,-1.7999999999999545,True,1.3000000000000682,False,1.900000000000091,False,1.7000000000000455,False,-3.599999999999909,True,-3.8999999999999773,True
CPI y/y,2007-08-15 12:30:00,USD,2.4,2.5,1,-0.09999999999990905,False,3.0,True,5.5,True,4.0,True,0.5,True,-6.599999999999909,False
TIC Long-Term Purchases,2007-08-15 13:00:00,USD,120.9,64.0,-1,-0.09999999999990905,True,3.0,False,5.5,False,4.0,False,0.5,False,-6.599999999999909,True
Prelim UoM Consumer Sentiment,2007-08-17 14:00:00,USD,83.3,88.5,1,6.2000000000000455,True,6.2000000000000455,True,6.0,True,6.2000000000000455,True,7.0,True,5.2999999999999545,True
Core Durable Goods Orders m/m,2007-08-24 12:30:00,USD,3.7,0.6,-1,1.5,False,0.1999999999999318,False,3.8999999999999773,False,7.7999999999999545,False,6.399999999999977,False,4.099999999999909,False
New Home Sales,2007-08-24 14:00:00,USD,870.0,826.0,-1,-0.7000000000000455,True,0.7999999999999545,False,6.5,False,6.899999999999977,False,5.2999999999999545,False,2.199999999999932,False
CB Consumer Confidence,2007-08-28 14:00:00,USD,105.0,104.8,-1,-2.2999999999999545,True,-3.1000000000000227,True,-2.2999999999999545,True,-4.5,True,-1.7999999999999545,True,-1.2999999999999545,True
Core PCE Price Index m/m,2007-08-31 12:30:00,USD,0.1,0.2,1,4.7999999999999545,True,4.099999999999909,True,3.5,True,4.099999999999909,True,3.3999999999999773,True,10.199999999999932,True
ISM Manufacturing PMI,2007-09-04 14:00:00,USD,52.9,53.2,1,4.0,True,4.699999999999932,True,7.199999999999932,True,7.5,True,6.0,True,13.399999999999977,True
Pending Home Sales m/m,2007-09-05 14:00:00,USD,-12.2,-2.0,1,1.1000000000000227,True,2.5,True,2.5,True,2.6000000000000227,True,9.5,True,24.0,True
ISM Services PMI,2007-09-06 14:00:00,USD,55.8,54.5,-1,3.7000000000000455,False,2.7000000000000455,False,11.5,False,10.5,False,17.200000000000045,False,16.399999999999977,False
Non-Farm Employment Change,2007-09-07 12:30:00,USD,-4.0,110.0,1,5.2000000000000455,True,4.2000000000000455,True,5.5,True,2.5,True,5.600000000000023,True,7.399999999999977,True
Trade Balance,2007-09-11 12:30:00,USD,-59.2,-59.0,1,0.10000000000002274,True,0.10000000000002274,True,9.100000000000023,True,7.5,True,5.399999999999977,True,-0.2999999999999545,False
Core Retail Sales m/m,2007-09-14 12:30:00,USD,-0.4,0.2,1,3.3999999999999773,True,10.600000000000023,True,7.699999999999932,True,1.6000000000000227,True,8.899999999999977,True,9.5,True
Retail Sales m/m,2007-09-14 12:30:00,USD,0.3,0.6,1,3.3999999999999773,True,10.600000000000023,True,7.699999999999932,True,1.6000000000000227,True,8.899999999999977,True,9.5,True
Prelim UoM Consumer Sentiment,2007-09-14 14:00:00,USD,83.8,83.5,-1,11.5,False,9.799999999999955,False,4.7999999999999545,False,2.2999999999999545,False,12.099999999999909,False,10.299999999999955,False
PPI m/m,2007-09-18 12:30:00,USD,-1.4,-0.2,1,-2.599999999999909,False,-4.899999999999977,False,-5.2999999999999545,False,3.2000000000000455,True,2.2000000000000455,True,14.0,True
